id,附加费,单位,币种,20底,40底,40HQ底,单票
200053,DOC,P,RMB,,,,450
201078,DOC,P,RMB,,,,450
200264,DOC,P,RMB,,,,500
201078,SEAL,X,RMB,,,,50
200053,SEAL,X,RMB,,,,30
199366,EIR,X,RMB,,,,50
201078,THC,GH,RMB,563,856,856,
200264,SEAL,X,RMB,,,,30
200053,THC,GH,RMB,550,825,825,
201078,TELEX,P,RMB,,,,190
200264,THC,GH,RMB,646,982,982,
200053,TELEX,P,RMB,,,,500
201078,EIR,X,RMB,,,,50
200264,TELEX,P,RMB,,,,300
200264,EIR,X,RMB,,,,30
199534,GJF,GH,RMB,64,96,96,
199534,DCF,P,RMB,,,,82
199534,DOC,P,RMB,,,,450
200319,GJF,GH,RMB,64,96,96,
199534,SEAL,X,RMB,,,,40
200319,DCF,P,RMB,,,,102
199534,THC,GH,RMB,566,887,887,
199370,GJF,GH,RMB,64,96,96,
199534,TELEX,P,RMB,,,,400
199370,DCF,P,RMB,,,,82

199534,EIR,X,RMB,,,,30
200319,THC,GH,RMB,646,982,982,
199370,DOC,P,RMB,,,,450
200319,TELEX,P,RMB,,,,300
199370,SEAL,X,RMB,,,,50
200319,EIR,X,RMB,,,,30
199370,THC,GH,RMB,563,856,856,
199370,TELEX,P,RMB,,,,190
199536,GJF,GH,RMB,64,96,96,
199370,EIR,X,RMB,,,,50
199536,DCF,P,RMB,,,,82
199536,DOC,P,RMB,,,,450
200015,GJF,GH,RMB,64,96,96,
199536,SEAL,X,RMB,,,,40
200015,DCF,P,RMB,,,,82
199536,THC,GH,RMB,566,887,887,
200015,DOC,P,RMB,,,,450
199536,TELEX,P,RMB,,,,400
200015,SEAL,X,RMB,,,,30
199536,EIR,X,RMB,,,,30
200015,THC,GH,RMB,550,825,825,
200015,TELEX,P,RMB,,,,500
200015,EIR,X,RMB,,,,35
199371,GJF,GH,RMB,64,96,96,
199371,DCF,P,RMB,,,,82
199371,DOC,P,RMB,,,,450
199371,SEAL,X,RMB,,,,50
199371,THC,GH,RMB,563,856,856,
199371,TELEX,P,RMB,,,,190
199371,EIR,X,RMB,,,,50
200014,GJF,GH,RMB,64,96,96,
200014,DCF,P,RMB,,,,82
200014,DOC,P,RMB,,,,450
200014,SEAL,X,RMB,,,,30
200014,THC,GH,RMB,550,825,825,
200014,TELEX,P,RMB,,,,500
200014,EIR,X,RMB,,,,35
201077,GJF,GH,RMB,64,96,96,
201077,DCF,P,RMB,,,,82
201077,DOC,P,RMB,,,,450
201077,SEAL,X,RMB,,,,50
201077,THC,GH,RMB,563,856,856,
201077,TELEX,P,RMB,,,,190
201077,EIR,X,RMB,,,,50
219021,GJF,GH,RMB,64,96,96,
219021,DCF,P,RMB,,,,82
219021,DOC,P,RMB,,,,450
219021,SEAL,X,RMB,,,,40
219021,THC,GH,RMB,566,887,887,
219021,TELEX,P,RMB,,,,400
219021,EIR,X,RMB,,,,30
201296,GJF,GH,RMB,64,96,96,
201296,DCF,P,RMB,,,,82
201296,DOC,P,RMB,,,,450
201296,SEAL,X,RMB,,,,30
201296,THC,GH,RMB,656,963,963,
201296,TELEX,P,RMB,,,,300
201296,EIR,X,RMB,,,,20
199537,GJF,GH,RMB,64,96,96,
199537,DCF,P,RMB,,,,82
199537,DOC,P,RMB,,,,450
199537,SEAL,X,RMB,,,,40
199537,THC,GH,RMB,566,887,887,
199537,TELEX,P,RMB,,,,400
199537,EIR,X,RMB,,,,30
201309,GJF,GH,RMB,64,96,96,
200263,GJF,GH,RMB,64,96,96,
201309,DCF,P,RMB,,,,82
200263,DCF,P,RMB,,,,102
199561,GJF,GH,RMB,64,96,96,
201309,DOC,P,RMB,,,,450
200263,DOC,P,RMB,,,,500
199561,DCF,P,RMB,,,,82
201309,SEAL,X,RMB,,,,30
199561,DOC,P,RMB,,,,450
201309,THC,GH,RMB,656,963,963,
199561,SEAL,X,RMB,,,,40
201309,TELEX,P,RMB,,,,300
200263,THC,GH,RMB,646,982,982,
199561,THC,GH,RMB,566,887,887,
201309,EIR,X,RMB,,,,20
199561,TELEX,P,RMB,,,,400
200263,TELEX,P,RMB,,,,300
199561,EIR,X,RMB,,,,30
200263,EIR,X,RMB,,,,30
200318,GJF,GH,RMB,64,96,96,
200318,DCF,P,RMB,,,,102
200318,DOC,P,RMB,,,,500
200318,SEAL,X,RMB,,,,30
200318,THC,GH,RMB,646,982,982,
200318,TELEX,P,RMB,,,,300
200318,EIR,X,RMB,,,,30
219010,GJF,GH,RMB,64,96,96,
219010,DCF,P,RMB,,,,82
219010,DOC,P,RMB,,,,450
219010,SEAL,X,RMB,,,,40
219010,THC,GH,RMB,566,887,887,
201296,GJF,GH,RMB,64,96,96,
219010,TELEX,P,RMB,,,,400
201296,DCF,P,RMB,,,,82
201296,DOC,P,RMB,,,,450
219010,EIR,X,RMB,,,,30
201296,SEAL,X,RMB,,,,30
201296,THC,GH,RMB,656,963,963,
201296,TELEX,P,RMB,,,,300
201296,EIR,X,RMB,,,,20
199372,GJF,GH,RMB,64,96,96,
199372,DCF,P,RMB,,,,82
199372,DOC,P,RMB,,,,450
201297,GJF,GH,RMB,64,96,96,
199372,SEAL,X,RMB,,,,50
201297,DCF,P,RMB,,,,82
199988,GJF,GH,RMB,64,96,96,
199372,THC,GH,RMB,563,856,856,
201297,DOC,P,RMB,,,,450
199988,DCF,P,RMB,,,,82
199372,TELEX,P,RMB,,,,190
201297,SEAL,X,RMB,,,,30
199988,DOC,P,RMB,,,,450
199372,EIR,X,RMB,,,,50
201297,THC,GH,RMB,656,963,963,
199988,SEAL,X,RMB,,,,30
201297,TELEX,P,RMB,,,,300
199988,THC,GH,RMB,550,825,825,
201297,EIR,X,RMB,,,,20
199988,TELEX,P,RMB,,,,500
199988,EIR,X,RMB,,,,35
201309,GJF,GH,RMB,64,96,96,
201309,DCF,P,RMB,,,,82
201309,DOC,P,RMB,,,,450
201309,SEAL,X,RMB,,,,30
201309,THC,GH,RMB,656,963,963,
201309,TELEX,P,RMB,,,,300
201309,EIR,X,RMB,,,,20
200045,GJF,GH,RMB,64,96,96,
200045,DCF,P,RMB,,,,82
200045,DOC,P,RMB,,,,450
200045,SEAL,X,RMB,,,,30
200045,THC,GH,RMB,550,825,825,
200045,TELEX,P,RMB,,,,500
200045,EIR,X,RMB,,,,35
200243,GJF,GH,RMB,64,96,96,
200243,DCF,P,RMB,,,,102
200243,DOC,P,RMB,,,,500
200243,SEAL,X,RMB,,,,30
200243,THC,GH,RMB,646,982,982,
200243,TELEX,P,RMB,,,,300
200243,EIR,X,RMB,,,,30
199988,GJF,GH,RMB,64,96,96,
199988,DCF,P,RMB,,,,82
199988,DOC,P,RMB,,,,450
199988,SEAL,X,RMB,,,,30
199988,THC,GH,RMB,550,825,825,
199988,TELEX,P,RMB,,,,500
199988,EIR,X,RMB,,,,35
200242,GJF,GH,RMB,64,96,96,
200242,DCF,P,RMB,,,,102
200242,DOC,P,RMB,,,,500
200242,SEAL,X,RMB,,,,30
200242,THC,GH,RMB,646,982,982,
200242,TELEX,P,RMB,,,,300
200242,EIR,X,RMB,,,,30
200283,GJF,GH,RMB,64,96,96,
200283,DCF,P,RMB,,,,102
200283,DOC,P,RMB,,,,500
200283,SEAL,X,RMB,,,,30
200283,THC,GH,RMB,646,982,982,
200283,TELEX,P,RMB,,,,300
200283,EIR,X,RMB,,,,30
201280,GJF,GH,RMB,64,96,96,
201280,DCF,P,RMB,,,,82
201280,DOC,P,RMB,,,,450
201280,SEAL,X,RMB,,,,30
201280,THC,GH,RMB,656,963,963,
201280,TELEX,P,RMB,,,,300
201280,EIR,X,RMB,,,,20
200045,GJF,GH,RMB,64,96,96,
200045,DCF,P,RMB,,,,82
200045,DOC,P,RMB,,,,450
200045,SEAL,X,RMB,,,,30
200045,THC,GH,RMB,550,825,825,
200045,TELEX,P,RMB,,,,500
200045,EIR,X,RMB,,,,35
200279,GJF,GH,RMB,64,96,96,
200279,DCF,P,RMB,,,,102
200279,DOC,P,RMB,,,,500
200279,SEAL,X,RMB,,,,30
200279,THC,GH,RMB,646,982,982,
199989,GJF,GH,RMB,64,96,96,
200279,TELEX,P,RMB,,,,300
200279,EIR,X,RMB,,,,30
199989,DCF,P,RMB,,,,82
199989,DOC,P,RMB,,,,450
199989,SEAL,X,RMB,,,,30
199989,THC,GH,RMB,550,825,825,
199989,TELEX,P,RMB,,,,500
199989,EIR,X,RMB,,,,35
211234,GJF,GH,RMB,64,96,96,
200242,GJF,GH,RMB,64,96,96,
211234,DCF,P,RMB,,,,82
200242,DCF,P,RMB,,,,102
211234,DOC,P,RMB,,,,450
200242,DOC,P,RMB,,,,500
211234,SEAL,X,RMB,,,,30
200242,SEAL,X,RMB,,,,30
211234,THC,GH,RMB,550,825,825,
200242,THC,GH,RMB,646,982,982,
211234,TELEX,P,RMB,,,,500
200242,TELEX,P,RMB,,,,300
211234,EIR,X,RMB,,,,35
200242,EIR,X,RMB,,,,30
200265,GJF,GH,RMB,64,96,96,
200265,DCF,P,RMB,,,,102
200265,DOC,P,RMB,,,,500
200265,SEAL,X,RMB,,,,30
200265,THC,GH,RMB,646,982,982,
200021,GJF,GH,RMB,64,96,96,
200265,TELEX,P,RMB,,,,300
200021,DCF,P,RMB,,,,82
200265,EIR,X,RMB,,,,30
200021,DOC,P,RMB,,,,450
200021,SEAL,X,RMB,,,,30
200021,THC,GH,RMB,550,825,825,
200021,TELEX,P,RMB,,,,500
200021,EIR,X,RMB,,,,35
200279,GJF,GH,RMB,64,96,96,
200279,DCF,P,RMB,,,,102
200279,DOC,P,RMB,,,,500
200279,SEAL,X,RMB,,,,30
200279,THC,GH,RMB,646,982,982,
200279,TELEX,P,RMB,,,,300
200279,EIR,X,RMB,,,,30
200240,GJF,GH,RMB,64,96,96,
200240,DCF,P,RMB,,,,102
200240,DOC,P,RMB,,,,500
200240,SEAL,X,RMB,,,,30
199500,GJF,GH,RMB,64,96,96,
200240,THC,GH,RMB,646,982,982,
200240,TELEX,P,RMB,,,,300
199500,DCF,P,RMB,,,,82
200240,EIR,X,RMB,,,,30
199500,DOC,P,RMB,,,,450
199500,SEAL,X,RMB,,,,40
199500,THC,GH,RMB,566,887,887,
200320,GJF,GH,RMB,64,96,96,
199500,TELEX,P,RMB,,,,400
200320,DCF,P,RMB,,,,102
199500,EIR,X,RMB,,,,30
200265,GJF,GH,RMB,64,96,96,
200320,DOC,P,RMB,,,,500
200265,DCF,P,RMB,,,,102
200320,SEAL,X,RMB,,,,30
200265,DOC,P,RMB,,,,500
200320,THC,GH,RMB,646,982,982,
200265,SEAL,X,RMB,,,,30
200320,TELEX,P,RMB,,,,300
200265,THC,GH,RMB,646,982,982,
200320,EIR,X,RMB,,,,30
200265,TELEX,P,RMB,,,,300
200265,EIR,X,RMB,,,,30
200304,GJF,GH,RMB,64,96,96,
200304,DCF,P,RMB,,,,102
200304,DOC,P,RMB,,,,500
200304,SEAL,X,RMB,,,,30
200304,THC,GH,RMB,646,982,982,
200304,TELEX,P,RMB,,,,300
200304,EIR,X,RMB,,,,30
200320,GJF,GH,RMB,64,96,96,
200320,DCF,P,RMB,,,,102
200320,DOC,P,RMB,,,,500
200320,SEAL,X,RMB,,,,30
200320,THC,GH,RMB,646,982,982,
200320,TELEX,P,RMB,,,,300
200320,EIR,X,RMB,,,,30
199553,GJF,GH,RMB,64,96,96,
199553,DCF,P,RMB,,,,82
199553,DOC,P,RMB,,,,450
199553,SEAL,X,RMB,,,,40
199553,THC,GH,RMB,566,887,887,
199555,GJF,GH,RMB,64,96,96,
199553,TELEX,P,RMB,,,,400
199555,DCF,P,RMB,,,,82
199553,EIR,X,RMB,,,,30
199555,DOC,P,RMB,,,,450
199555,SEAL,X,RMB,,,,40
199555,THC,GH,RMB,566,887,887,
199555,TELEX,P,RMB,,,,400
199555,EIR,X,RMB,,,,30
199553,GJF,GH,RMB,64,96,96,
199553,DCF,P,RMB,,,,82
199553,DOC,P,RMB,,,,450
199553,SEAL,X,RMB,,,,40
199553,THC,GH,RMB,566,887,887,
199553,TELEX,P,RMB,,,,400
199373,GJF,GH,RMB,64,96,96,
199553,EIR,X,RMB,,,,30
199373,DCF,P,RMB,,,,82
199373,DOC,P,RMB,,,,450
199373,SEAL,X,RMB,,,,50
199373,THC,GH,RMB,563,856,856,
199373,TELEX,P,RMB,,,,190
199373,EIR,X,RMB,,,,50
199373,GJF,GH,RMB,64,96,96,
199374,GJF,GH,RMB,64,96,96,
199373,DCF,P,RMB,,,,82
199374,DCF,P,RMB,,,,82
199373,DOC,P,RMB,,,,450
199374,DOC,P,RMB,,,,450
199373,SEAL,X,RMB,,,,50
199374,SEAL,X,RMB,,,,50
199373,THC,GH,RMB,563,856,856,
199374,THC,GH,RMB,563,856,856,
199373,TELEX,P,RMB,,,,190
199374,TELEX,P,RMB,,,,190
199373,EIR,X,RMB,,,,50
199374,EIR,X,RMB,,,,50
216523,GJF,GH,RMB,64,96,96,
216523,DCF,P,RMB,,,,82
216523,DOC,P,RMB,,,,450
216523,SEAL,X,RMB,,,,50
216523,THC,GH,RMB,563,856,856,
216523,TELEX,P,RMB,,,,190
216523,EIR,X,RMB,,,,50
200494,GJF,GH,RMB,64,96,96,
200494,DCF,P,RMB,,,,102
200494,DOC,P,RMB,,,,450
200494,SEAL,X,RMB,,,,30
200494,THC,GH,RMB,620,930,930,
200494,TELEX,P,RMB,,,,350
200494,EIR,X,RMB,,,,30
199385,GJF,GH,RMB,64,96,96,
199385,DCF,P,RMB,,,,82
199385,DOC,P,RMB,,,,450
199385,SEAL,X,RMB,,,,50
199385,THC,GH,RMB,563,856,856,
199385,TELEX,P,RMB,,,,190
199385,EIR,X,RMB,,,,50
199498,GJF,GH,RMB,64,96,96,
199498,DCF,P,RMB,,,,82
199498,DOC,P,RMB,,,,450
199498,SEAL,X,RMB,,,,40
199498,THC,GH,RMB,566,887,887,
199498,TELEX,P,RMB,,,,400
199498,EIR,X,RMB,,,,30
199375,GJF,GH,RMB,64,96,96,
199375,DCF,P,RMB,,,,82
199375,DOC,P,RMB,,,,450
199375,SEAL,X,RMB,,,,50
199375,THC,GH,RMB,563,856,856,
199375,TELEX,P,RMB,,,,190
199375,EIR,X,RMB,,,,50
200293,GJF,GH,RMB,64,96,96,
200293,DCF,P,RMB,,,,102
200293,DOC,P,RMB,,,,500
200293,SEAL,X,RMB,,,,30
200293,THC,GH,RMB,646,982,982,
199383,GJF,GH,RMB,64,96,96,
200293,TELEX,P,RMB,,,,300
200293,EIR,X,RMB,,,,30
199383,DCF,P,RMB,,,,82
199383,DOC,P,RMB,,,,450
199383,SEAL,X,RMB,,,,50
199383,THC,GH,RMB,563,856,856,
199383,TELEX,P,RMB,,,,190
199383,EIR,X,RMB,,,,50
200250,GJF,GH,RMB,64,96,96,
200250,DCF,P,RMB,,,,102
200250,DOC,P,RMB,,,,500
200250,SEAL,X,RMB,,,,30
200250,THC,GH,RMB,646,982,982,
200250,TELEX,P,RMB,,,,300
200250,EIR,X,RMB,,,,30
199539,GJF,GH,RMB,64,96,96,
199539,DCF,P,RMB,,,,82
199539,DOC,P,RMB,,,,450
199539,SEAL,X,RMB,,,,40
199539,THC,GH,RMB,566,887,887,
199539,TELEX,P,RMB,,,,400
201144,GJF,GH,RMB,64,96,96,
199539,EIR,X,RMB,,,,30
201144,DCF,P,RMB,,,,102
201144,DOC,P,RMB,,,,500
201144,SEAL,X,RMB,,,,30
201144,THC,GH,RMB,646,982,982,
201144,TELEX,P,RMB,,,,300
201144,EIR,X,RMB,,,,30
201010,GJF,GH,RMB,64,96,96,
201010,DCF,P,RMB,,,,82
201010,DOC,P,RMB,,,,450
201010,SEAL,X,RMB,,,,30
201010,THC,GH,RMB,550,825,825,
201010,TELEX,P,RMB,,,,500
201010,EIR,X,RMB,,,,35
199384,GJF,GH,RMB,64,96,96,
199384,DCF,P,RMB,,,,82
199384,DOC,P,RMB,,,,450
199384,SEAL,X,RMB,,,,50
199384,THC,GH,RMB,563,856,856,
199384,TELEX,P,RMB,,,,190
199384,EIR,X,RMB,,,,50
201081,GJF,GH,RMB,64,96,96,
200017,GJF,GH,RMB,64,96,96,
201081,DCF,P,RMB,,,,82
200017,DCF,P,RMB,,,,82
201081,DOC,P,RMB,,,,450
201713,GJF,GH,RMB,64,96,96,
200017,DOC,P,RMB,,,,450
201081,SEAL,X,RMB,,,,50
201713,DCF,P,RMB,,,,82
200017,SEAL,X,RMB,,,,30
201081,THC,GH,RMB,563,856,856,
201713,DOC,P,RMB,,,,450
200017,THC,GH,RMB,550,825,825,
201081,TELEX,P,RMB,,,,190
200017,TELEX,P,RMB,,,,500
201081,EIR,X,RMB,,,,50
201713,SEAL,X,RMB,,,,40
201713,THC,GH,RMB,566,887,887,
201713,TELEX,P,RMB,,,,400
201713,EIR,X,RMB,,,,30
200018,GJF,GH,RMB,64,96,96,
200018,DCF,P,RMB,,,,82
200018,DOC,P,RMB,,,,450
201006,GJF,GH,RMB,64,96,96,
200018,SEAL,X,RMB,,,,30
201006,DCF,P,RMB,,,,82
200018,THC,GH,RMB,550,825,825,
201006,DOC,P,RMB,,,,450
200018,TELEX,P,RMB,,,,500
201006,SEAL,X,RMB,,,,30
200018,EIR,X,RMB,,,,35
201006,THC,GH,RMB,550,825,825,
201006,TELEX,P,RMB,,,,500
201006,EIR,X,RMB,,,,35
218998,GJF,GH,RMB,64,96,96,
218998,DCF,P,RMB,,,,82
218998,DOC,P,RMB,,,,450
218998,SEAL,X,RMB,,,,40
218998,THC,GH,RMB,566,887,887,
218998,TELEX,P,RMB,,,,400
218998,EIR,X,RMB,,,,30
200269,GJF,GH,RMB,64,96,96,
200269,DCF,P,RMB,,,,102
200269,DOC,P,RMB,,,,500
200269,SEAL,X,RMB,,,,30
199376,GJF,GH,RMB,64,96,96,
200269,THC,GH,RMB,646,982,982,
199376,DCF,P,RMB,,,,82
200269,TELEX,P,RMB,,,,300
199376,DOC,P,RMB,,,,450
200269,EIR,X,RMB,,,,30
199376,SEAL,X,RMB,,,,50
199376,THC,GH,RMB,563,856,856,
199376,TELEX,P,RMB,,,,190
199376,EIR,X,RMB,,,,50
200324,GJF,GH,RMB,64,96,96,
200324,DCF,P,RMB,,,,102
200324,DOC,P,RMB,,,,500
200324,SEAL,X,RMB,,,,30
200324,THC,GH,RMB,646,982,982,
200324,TELEX,P,RMB,,,,300
200324,EIR,X,RMB,,,,30
201007,GJF,GH,RMB,64,96,96,
201007,DCF,P,RMB,,,,82
201007,DOC,P,RMB,,,,450
201007,SEAL,X,RMB,,,,30
201007,THC,GH,RMB,550,825,825,
201007,TELEX,P,RMB,,,,500
201007,EIR,X,RMB,,,,35
201298,GJF,GH,RMB,64,96,96,
201298,DCF,P,RMB,,,,82
201298,DOC,P,RMB,,,,450
201298,SEAL,X,RMB,,,,30
201298,THC,GH,RMB,656,963,963,
201298,TELEX,P,RMB,,,,300
201298,EIR,X,RMB,,,,20
201132,GJF,GH,RMB,64,96,96,
201132,DCF,P,RMB,,,,102
201132,DOC,P,RMB,,,,500
201132,SEAL,X,RMB,,,,30
201132,THC,GH,RMB,646,982,982,
201132,TELEX,P,RMB,,,,300
201132,EIR,X,RMB,,,,30
201292,GJF,GH,RMB,64,96,96,
201310,GJF,GH,RMB,64,96,96,
201310,DCF,P,RMB,,,,82
201292,DCF,P,RMB,,,,82
201310,DOC,P,RMB,,,,450
219011,GJF,GH,RMB,64,96,96,
201310,SEAL,X,RMB,,,,30
201292,DOC,P,RMB,,,,450
219011,DCF,P,RMB,,,,82
201310,THC,GH,RMB,656,963,963,
201292,SEAL,X,RMB,,,,30
201292,THC,GH,RMB,656,963,963,
219011,SEAL,X,RMB,,,,40
201310,TELEX,P,RMB,,,,300
219011,THC,GH,RMB,566,887,887,
201292,TELEX,P,RMB,,,,300
201310,EIR,X,RMB,,,,20
201292,EIR,X,RMB,,,,20
219011,TELEX,P,RMB,,,,400
219011,EIR,X,RMB,,,,30
200244,GJF,GH,RMB,64,96,96,
200244,DCF,P,RMB,,,,102
200244,DOC,P,RMB,,,,500
200244,SEAL,X,RMB,,,,30
200244,THC,GH,RMB,646,982,982,
200244,TELEX,P,RMB,,,,300
200244,EIR,X,RMB,,,,30
201146,GJF,GH,RMB,64,96,96,
201146,DCF,P,RMB,,,,102
201146,DOC,P,RMB,,,,500
201146,SEAL,X,RMB,,,,30
201146,THC,GH,RMB,646,982,982,
201146,TELEX,P,RMB,,,,300
201146,EIR,X,RMB,,,,30
200268,GJF,GH,RMB,64,96,96,
200305,GJF,GH,RMB,64,96,96,
200268,DCF,P,RMB,,,,102
200268,DOC,P,RMB,,,,500
200305,DCF,P,RMB,,,,102
200268,SEAL,X,RMB,,,,30
200305,DOC,P,RMB,,,,500
200268,THC,GH,RMB,646,982,982,
200305,SEAL,X,RMB,,,,30
200305,THC,GH,RMB,646,982,982,
200305,TELEX,P,RMB,,,,300
200268,TELEX,P,RMB,,,,300
200268,EIR,X,RMB,,,,30
200305,EIR,X,RMB,,,,30
201079,GJF,GH,RMB,64,96,96,
201079,DCF,P,RMB,,,,82
201079,DOC,P,RMB,,,,450
199546,GJF,GH,RMB,64,96,96,
201079,SEAL,X,RMB,,,,50
199546,DCF,P,RMB,,,,82
201079,THC,GH,RMB,563,856,856,
199546,DOC,P,RMB,,,,450
201079,TELEX,P,RMB,,,,190
199546,SEAL,X,RMB,,,,40
201079,EIR,X,RMB,,,,50
199546,THC,GH,RMB,566,887,887,
199987,GJF,GH,RMB,64,96,96,
199546,TELEX,P,RMB,,,,400
199987,DCF,P,RMB,,,,82
199546,EIR,X,RMB,,,,30
199987,DOC,P,RMB,,,,450
199987,SEAL,X,RMB,,,,30
199987,THC,GH,RMB,550,825,825,
199987,TELEX,P,RMB,,,,500
199987,EIR,X,RMB,,,,35
200323,GJF,GH,RMB,64,96,96,
200249,GJF,GH,RMB,64,96,96,
200323,DCF,P,RMB,,,,102
200249,DCF,P,RMB,,,,102
200323,DOC,P,RMB,,,,500
200249,DOC,P,RMB,,,,500
200323,SEAL,X,RMB,,,,30
200249,SEAL,X,RMB,,,,30
200323,THC,GH,RMB,646,982,982,
200323,TELEX,P,RMB,,,,300
200249,THC,GH,RMB,646,982,982,
200323,EIR,X,RMB,,,,30
200249,TELEX,P,RMB,,,,300
200249,EIR,X,RMB,,,,30
200241,GJF,GH,RMB,64,96,96,
200020,GJF,GH,RMB,64,96,96,
200241,DCF,P,RMB,,,,102
200020,DCF,P,RMB,,,,82
200241,DOC,P,RMB,,,,500
200020,DOC,P,RMB,,,,450
200241,SEAL,X,RMB,,,,30
200020,SEAL,X,RMB,,,,30
200241,THC,GH,RMB,646,982,982,
200020,THC,GH,RMB,550,825,825,
200241,TELEX,P,RMB,,,,300
200020,TELEX,P,RMB,,,,500
200241,EIR,X,RMB,,,,30
200020,EIR,X,RMB,,,,35
199990,GJF,GH,RMB,64,96,96,
199990,DCF,P,RMB,,,,82
199990,DOC,P,RMB,,,,450
199990,SEAL,X,RMB,,,,30
199990,THC,GH,RMB,550,825,825,
199990,TELEX,P,RMB,,,,500
199990,EIR,X,RMB,,,,35
200039,GJF,GH,RMB,64,96,96,
200046,GJF,GH,RMB,64,96,96,
200039,DCF,P,RMB,,,,82
200046,DCF,P,RMB,,,,82
200046,DOC,P,RMB,,,,450
200039,DOC,P,RMB,,,,450
200046,SEAL,X,RMB,,,,30
200039,SEAL,X,RMB,,,,30
200046,THC,GH,RMB,550,825,825,
200039,THC,GH,RMB,550,825,825,
200046,TELEX,P,RMB,,,,500
200039,TELEX,P,RMB,,,,500
200046,EIR,X,RMB,,,,35
200039,EIR,X,RMB,,,,35
199552,GJF,GH,RMB,64,96,96,
199552,DCF,P,RMB,,,,82
199552,DOC,P,RMB,,,,450
199552,SEAL,X,RMB,,,,40
199552,THC,GH,RMB,566,887,887,
199552,TELEX,P,RMB,,,,400
199552,EIR,X,RMB,,,,30
199499,GJF,GH,RMB,64,96,96,
200054,GJF,GH,RMB,64,96,96,
199499,DCF,P,RMB,,,,82
200054,DCF,P,RMB,,,,82
199499,DOC,P,RMB,,,,450
200054,DOC,P,RMB,,,,450
199499,SEAL,X,RMB,,,,40
200054,SEAL,X,RMB,,,,30
199499,THC,GH,RMB,566,887,887,
200054,THC,GH,RMB,550,825,825,
199499,TELEX,P,RMB,,,,400
200054,TELEX,P,RMB,,,,500
199499,EIR,X,RMB,,,,30
200054,EIR,X,RMB,,,,35
199378,GJF,GH,RMB,64,96,96,
199378,DCF,P,RMB,,,,82
199378,DOC,P,RMB,,,,450
199378,SEAL,X,RMB,,,,50
199378,THC,GH,RMB,563,856,856,
199378,TELEX,P,RMB,,,,190
199378,EIR,X,RMB,,,,50
200044,GJF,GH,RMB,64,96,96,
200044,DCF,P,RMB,,,,82
200044,DOC,P,RMB,,,,450
200044,SEAL,X,RMB,,,,30
200044,THC,GH,RMB,550,825,825,
200044,TELEX,P,RMB,,,,500
200044,EIR,X,RMB,,,,35
199554,GJF,GH,RMB,64,96,96,
199554,DCF,P,RMB,,,,82
199554,DOC,P,RMB,,,,450
199554,SEAL,X,RMB,,,,40
199554,THC,GH,RMB,566,887,887,
199554,TELEX,P,RMB,,,,400
199554,EIR,X,RMB,,,,30
199377,GJF,GH,RMB,64,96,96,
200295,GJF,GH,RMB,64,96,96,
199377,DCF,P,RMB,,,,82
200295,DCF,P,RMB,,,,102
199377,DOC,P,RMB,,,,450
200295,DOC,P,RMB,,,,500
199377,SEAL,X,RMB,,,,50
200295,SEAL,X,RMB,,,,30
199377,THC,GH,RMB,563,856,856,
200295,THC,GH,RMB,646,982,982,
199377,TELEX,P,RMB,,,,190
200295,TELEX,P,RMB,,,,300
200295,EIR,X,RMB,,,,30
199377,EIR,X,RMB,,,,50
201084,GJF,GH,RMB,64,96,96,
201020,GJF,GH,RMB,64,96,96,
201084,DCF,P,RMB,,,,82
201020,DCF,P,RMB,,,,82
201084,DOC,P,RMB,,,,450
201020,DOC,P,RMB,,,,450
201084,SEAL,X,RMB,,,,50
201020,SEAL,X,RMB,,,,30
201084,THC,GH,RMB,563,856,856,
201020,THC,GH,RMB,550,825,825,
201084,TELEX,P,RMB,,,,190
200328,GJF,GH,RMB,64,96,96,
201020,TELEX,P,RMB,,,,500
201084,EIR,X,RMB,,,,50
201020,EIR,X,RMB,,,,35
200328,DCF,P,RMB,,,,102
200328,DOC,P,RMB,,,,500
200040,DOC,P,RMB,,,,450
200328,SEAL,X,RMB,,,,30
200040,SEAL,X,RMB,,,,30
200328,THC,GH,RMB,646,982,982,
200040,THC,GH,RMB,550,825,825,
200328,TELEX,P,RMB,,,,300
200040,TELEX,P,RMB,,,,500
200328,EIR,X,RMB,,,,30
200040,EIR,X,RMB,,,,35
200296,GJF,GH,RMB,64,96,96,
200296,DCF,P,RMB,,,,102
200296,DOC,P,RMB,,,,500
200296,SEAL,X,RMB,,,,30
200296,THC,GH,RMB,646,982,982,
200296,TELEX,P,RMB,,,,300
200296,EIR,X,RMB,,,,30
219012,GJF,GH,RMB,64,96,96,
219012,DCF,P,RMB,,,,82
219012,DOC,P,RMB,,,,450
219012,SEAL,X,RMB,,,,40
219012,THC,GH,RMB,566,887,887,
219012,TELEX,P,RMB,,,,400
200294,GJF,GH,RMB,64,96,96,
219012,EIR,X,RMB,,,,30
200294,DCF,P,RMB,,,,102
200294,DOC,P,RMB,,,,500
200294,SEAL,X,RMB,,,,30
200294,THC,GH,RMB,646,982,982,
200294,TELEX,P,RMB,,,,300
200294,EIR,X,RMB,,,,30
199379,GJF,GH,RMB,64,96,96,
199379,DCF,P,RMB,,,,82
199379,DOC,P,RMB,,,,450
199379,SEAL,X,RMB,,,,50
199379,THC,GH,RMB,563,856,856,
199379,TELEX,P,RMB,,,,190
